TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,car,0.5725,0.33313,,,0.5325,0.37,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,car,0.66687,0.5725,,,0.63,0.5325,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,car,0.4275,0.66687,,,0.4675,0.63,,
TRAIN,img_2021-08-25_16-43-48.jpg,car,0.6,0.23563,,,0.63687,0.27625,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,car,0.76438,0.6,,,0.72375,0.63687,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,car,0.4,0.76438,,,0.36312,0.72375,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,car,0.23563,0.4,,,0.27625,0.36312,,
TRAIN,img_2021-08-25_16-43-48.jpg,car,0.67812,0.22562,,,0.72,0.26312,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,car,0.77438,0.67812,,,0.73687,0.72,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,car,0.32188,0.77438,,,0.28,0.73687,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,car,0.22562,0.32188,,,0.26312,0.28,,
TRAIN,img_2021-08-25_16-43-48.jpg,car,0.69937,0.25125,,,0.73687,0.28375,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,car,0.74875,0.69937,,,0.71625,0.73687,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,car,0.30062,0.74875,,,0.26312,0.71625,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,car,0.25125,0.30062,,,0.28375,0.26312,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.11313,0.36875,,,0.18125,0.43438,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.63125,0.11313,,,0.56563,0.18125,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.88687,0.63125,,,0.81875,0.56563,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.36875,0.88687,,,0.43438,0.81875,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.44875,0.51625,,,0.5125,0.57875,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.48375,0.44875,,,0.42125,0.5125,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.55125,0.48375,,,0.4875,0.42125,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.51625,0.55125,,,0.57875,0.4875,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.26937,0.48313,,,0.325,0.53375,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.51687,0.26937,,,0.46625,0.325,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.73062,0.51687,,,0.675,0.46625,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.48313,0.73062,,,0.53375,0.675,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.17938,0.59437,,,0.25062,0.65687,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.40563,0.17938,,,0.34313,0.25062,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.82063,0.40563,,,0.74938,0.34313,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.59437,0.82063,,,0.65687,0.74938,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.29563,0.69312,,,0.36312,0.75062,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.30688,0.29563,,,0.24938,0.36312,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.70437,0.30688,,,0.63687,0.24938,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.69312,0.70437,,,0.75062,0.63687,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.35625,0.80125,,,0.41,0.85313,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.19875,0.35625,,,0.14688,0.41,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.64375,0.19875,,,0.59,0.14688,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.80125,0.64375,,,0.85313,0.59,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.35313,0.73125,,,0.4175,0.79375,,
TRAIN,img_2021-08-25_16-43-48-rot-90.jpg,white,0.26875,0.35313,,,0.20625,0.4175,,
TRAIN,img_2021-08-25_16-43-48-rot-180.jpg,white,0.64687,0.26875,,,0.5825,0.20625,,
TRAIN,img_2021-08-25_16-43-48-rot-270.jpg,white,0.73125,0.64687,,,0.79375,0.5825,,
TRAIN,img_2021-08-25_16-43-48.jpg,white,0.67063,0.53563,,,0.73,0.59625,,
