img_2021-08-25_16-43-48.jpg,1600,1600,car,533,684,592,748
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,car,916,533,852,592
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,car,1067,916,1008,852
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,car,684,1067,748,1008
img_2021-08-25_16-43-48.jpg,1600,1600,car,960,377,1019,442
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,car,1223,960,1158,1019
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,car,640,1223,581,1158
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,car,377,640,442,581
img_2021-08-25_16-43-48.jpg,1600,1600,car,1085,361,1152,421
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,car,1239,1085,1179,1152
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,car,515,1239,448,1179
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,car,361,515,421,448
img_2021-08-25_16-43-48.jpg,1600,1600,car,1119,402,1179,454
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,car,1198,1119,1146,1179
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,car,481,1198,421,1146
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,car,402,481,454,421
img_2021-08-25_16-43-48.jpg,1600,1600,white,181,590,290,695
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1010,181,905,290
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1419,1010,1310,905
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,590,1419,695,1310
img_2021-08-25_16-43-48.jpg,1600,1600,white,718,826,820,926
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,774,718,674,820
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,882,774,780,674
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,826,882,926,780
img_2021-08-25_16-43-48.jpg,1600,1600,white,431,773,520,854
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,827,431,746,520
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1169,827,1080,746
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,773,1169,854,1080
img_2021-08-25_16-43-48.jpg,1600,1600,white,287,951,401,1051
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,649,287,549,401
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1313,649,1199,549
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,951,1313,1051,1199
img_2021-08-25_16-43-48.jpg,1600,1600,white,473,1109,581,1201
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,491,473,399,581
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1127,491,1019,399
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1109,1127,1201,1019
img_2021-08-25_16-43-48.jpg,1600,1600,white,570,1282,656,1365
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,318,570,235,656
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1030,318,944,235
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1282,1030,1365,944
img_2021-08-25_16-43-48.jpg,1600,1600,white,565,1170,668,1270
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,430,565,330,668
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1035,430,932,330
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1170,1035,1270,932
img_2021-08-25_16-43-48.jpg,1600,1600,white,1073,857,1168,954
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,743,1073,646,1168
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,527,743,432,646
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,857,527,954,432
img_2021-08-25_16-43-48.jpg,1600,1600,white,579,554,645,615
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1046,579,985,645
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,1021,1046,955,985
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,554,1021,615,955
img_2021-08-25_16-43-48.jpg,1600,1600,white,768,504,859,593
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1096,768,1007,859
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,832,1096,741,1007
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,504,832,593,741
img_2021-08-25_16-43-48.jpg,1600,1600,white,701,551,790,645
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1049,701,955,790
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,899,1049,810,955
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,551,899,645,810
img_2021-08-25_16-43-48.jpg,1600,1600,white,1168,1354,1268,1482
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,246,1168,118,1268
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,432,246,332,118
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1354,432,1482,332
img_2021-08-25_16-43-48.jpg,1600,1600,white,1284,1118,1370,1215
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,482,1284,385,1370
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,316,482,230,385
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1118,316,1215,230
img_2021-08-25_16-43-48.jpg,1600,1600,white,1359,1118,1434,1223
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,482,1359,377,1434
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,241,482,166,377
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,1118,241,1223,166
img_2021-08-25_16-43-48.jpg,1600,1600,white,1476,551,1584,676
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1049,1476,924,1584
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,124,1049,16,924
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,551,124,676,16
img_2021-08-25_16-43-48.jpg,1600,1600,white,918,462,990,537
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1138,918,1063,990
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,682,1138,610,1063
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,462,682,537,610
img_2021-08-25_16-43-48.jpg,1600,1600,white,1009,476,1098,582
img_2021-08-25_16-43-48-rot-90.jpg,1600,1600,white,1124,1009,1018,1098
img_2021-08-25_16-43-48-rot-180.jpg,1600,1600,white,591,1124,502,1018
img_2021-08-25_16-43-48-rot-270.jpg,1600,1600,white,476,591,582,502
img_2021-08-25_16-44-07.jpg,1600,1600,car,428,228,481,291
img_2021-08-25_16-44-07-rot-90.jpg,1600,1600,car,1372,428,1309,481
img_2021-08-25_16-44-07-rot-180.jpg,1600,1600,car,1172,1372,1119,1309
img_2021-08-25_16-44-07-rot-270.jpg,1600,1600,car,228,1172,291,1119
img_2021-08-25_16-44-07.jpg,1600,1600,car,1085,1368,1152,1437
img_2021-08-25_16-44-07-rot-90.jpg,1600,1600,car,232,1085,163,1152
img_2021-08-25_16-44-07-rot-180.jpg,1600,1600,car,515,232,448,163
img_2021-08-25_16-44-07-rot-270.jpg,1600,1600,car,1368,515,1437,448
img_2021-08-25_16-44-07.jpg,1600,1600,car,1042,958,1105,1024
img_2021-08-25_16-44-07-rot-90.jpg,1600,1600,car,642,1042,576,1105
img_2021-08-25_16-44-07-rot-180.jpg,1600,1600,car,558,642,495,576
img_2021-08-25_16-44-07-rot-270.jpg,1600,1600,car,958,558,1024,495
img_2021-08-25_16-44-07.jpg,1600,1600,car,498,788,558,854
